date,price,total_volume,market_cap,coin_name
2021-03-26,90.42028829079466,1764777780.6520574,5467789226.430096,filecoin
2021-03-27,125.38477689675958,3485114028.8653603,7663405093.837479,filecoin
2021-03-28,132.5487198812614,4275219206.669739,8116732135.001582,filecoin
2021-03-29,125.42929797188496,2152710677.846976,7707732162.522902,filecoin
2021-03-30,127.36068517777711,1367051616.8161914,7858661662.057314,filecoin
2021-03-31,149.8513526353999,2993590309.8761377,9346428738.18051,filecoin
2021-04-01,189.57559567550769,6658959382.907221,11887088710.101212,filecoin
2021-04-02,187.6106885242548,9084876444.16744,11982302303.368631,filecoin
2021-04-03,171.212119019583,5382961003.897155,10997142646.531992,filecoin
2021-04-04,177.30164168198164,3274974054.50614,11318036521.764193,filecoin
2021-04-05,183.2038417805384,2864402970.091895,11829678782.23648,filecoin
2021-04-06,177.39217181754833,1745434861.4106128,11402316362.314384,filecoin
2021-04-07,165.83692357345282,1439233249.9571154,10766940513.53704,filecoin
2021-04-08,156.19389441878076,3603564397.5854216,10191782324.67231,filecoin
2021-04-09,154.7655246174137,1514788674.9169855,10098092961.26499,filecoin
2021-04-10,171.8788201612079,2326843447.729039,11367767095.007366,filecoin
2021-04-11,174.47939711737936,2316225383.0344067,11422177636.132494,filecoin
2021-04-12,178.56448334799924,1136919725.3458457,11760257667.55024,filecoin
2021-04-13,168.34215139407414,1906516979.9288604,11162781438.092058,filecoin
2021-04-14,164.6144358731241,1322127291.7764494,10990468386.310192,filecoin
2021-04-15,167.72246537040698,1976136839.7588773,11193671219.718431,filecoin
2021-04-16,170.99401239581,1172487101.4159253,11432372290.91272,filecoin
2021-04-17,182.42572086682367,3705027558.515133,12306583039.560392,filecoin
2021-04-18,180.8786084730564,1692363116.1589756,12199694683.653812,filecoin
2021-04-19,156.4875982758262,2918671277.2972126,10541847149.08877,filecoin
2021-04-20,154.36118150068245,1380912245.3573756,10430669542.832129,filecoin
2021-04-21,153.87534665124306,1333667516.362534,10378377088.785328,filecoin
2021-04-22,149.08109494167246,970193247.3497244,10113452284.82981,filecoin
2021-04-23,146.72972578426246,1268707399.8252816,9922652763.490011,filecoin
2021-04-24,139.32107562311128,1676950956.0751686,9437086317.48919,filecoin
2021-04-25,133.13976130127926,790947951.3207159,9180368628.803314,filecoin
2021-04-26,133.8127447571609,611092337.6772368,9140645422.7494,filecoin
2021-04-27,154.5603467686587,1424130811.6086998,10559313085.461609,filecoin
2021-04-28,151.65286111931212,926899397.9456252,10363476511.92833,filecoin
2021-04-29,151.18941275138496,837919768.024614,10384607293.66619,filecoin
2021-04-30,149.71293049316537,689794370.0552198,10290478894.81161,filecoin
2021-05-01,164.002165315884,1487539024.793785,11282601430.24585,filecoin
2021-05-02,164.46245307147265,810110893.3990246,11384637502.176071,filecoin
2021-05-03,162.80853303875858,770232490.452057,11209803165.794935,filecoin
2021-05-04,160.32884739701524,806276011.8031446,11127087613.253773,filecoin
2021-05-05,139.5092254334999,1364076143.4741614,9739869995.85706,filecoin
2021-05-06,152.65330254867183,1169147165.3432417,10566377314.66072,filecoin
2021-05-07,153.35407439298365,1858236871.2951045,10685901288.381172,filecoin
2021-05-08,150.7227286168373,969994258.5050684,10522637445.828548,filecoin
2021-05-09,148.13288217261825,817391832.964972,10354168926.699018,filecoin
2021-05-10,146.41737961892505,879257307.9609605,10256042486.668428,filecoin
2021-05-11,135.56576866488683,1078501283.5813816,9571958152.373116,filecoin
2021-05-12,142.8645151172823,949958462.111558,10010914357.520384,filecoin
2021-05-13,128.65718007437877,1072739957.3641652,9266311898.599695,filecoin
2021-05-14,117.85955158185232,3410118730.15165,8311079303.982727,filecoin
2021-05-15,120.05464195771502,1308220296.6002643,8465774806.41594,filecoin
2021-05-16,109.98090808969523,1099600040.3646903,7960734072.476668,filecoin
2021-05-17,107.82374037183943,1158212222.9066484,7733651247.38462,filecoin
2021-05-18,99.32354289976078,1339003379.8721092,7222443085.144995,filecoin
2021-05-19,100.580814016586,1104332067.8374205,7270191227.723099,filecoin
2021-05-20,65.99234017373182,2477501117.8695755,4889258658.425159,filecoin
2021-05-21,88.75826969586618,2914328598.442756,6446070387.292754,filecoin
2021-05-22,76.77274550840157,1893234532.494844,5552827818.7258,filecoin
2021-05-23,72.55451324560588,1231601972.324746,5310542624.92256,filecoin
2021-05-24,65.29657469421109,1610384019.95993,4795741720.623984,filecoin
2021-05-25,74.6764551011953,1669346578.606671,5480691936.265534,filecoin
2021-05-26,71.36970330039522,1355706652.5200007,5234385707.18054,filecoin
2021-05-27,74.8261838707771,995719771.1163564,5526274274.622682,filecoin
2021-05-28,71.26471142347394,690575129.8377163,5283427692.317433,filecoin
2021-05-29,66.86171742792685,805780296.6358778,4955088080.285226,filecoin
2021-05-30,68.53888281034632,690471760.9397265,5132456968.630218,filecoin
2021-05-31,68.35883980088525,570963596.9646376,5085460623.882045,filecoin
2021-06-01,72.64140466027168,738172265.1606411,5459628057.845798,filecoin
2021-06-02,69.31768557039256,564712692.7211393,5239017503.099482,filecoin
2021-06-03,70.1603557096299,485410711.118052,5312676048.68686,filecoin
2021-06-04,89.74422404590926,1392674031.7146945,6945471091.144459,filecoin
2021-06-05,88.1095151646125,2526163143.6423697,6758718950.203633,filecoin
2021-06-06,88.356166691574,1180716958.0744174,6762221819.23138,filecoin
2021-06-07,86.77675203191241,536515963.3859372,6682097724.014079,filecoin
2021-06-08,81.12688387907917,1024865675.0361594,6313892866.679319,filecoin
2021-06-09,76.21992424923837,1484680504.5859673,5930124224.900384,filecoin
2021-06-10,77.71716425232813,1073578858.5383132,6068760115.990174,filecoin
2021-06-11,73.84675642207812,698887264.1838888,5767122467.87551,filecoin
2021-06-12,70.83199533161375,478515243.878667,5554659667.569029,filecoin
2021-06-13,69.79179711787269,588597567.8568661,5490134712.697606,filecoin
2021-06-14,73.5624431995955,416826837.9891597,5761245902.58321,filecoin
2021-06-15,75.18282575676194,615347140.4296517,5934421175.617328,filecoin
2021-06-16,72.96579312720303,470834042.1711568,5783693818.5088415,filecoin
2021-06-17,69.38978912487848,445099368.9041369,5506730946.165429,filecoin
2021-06-18,69.08801974328946,396054441.9133272,5501270663.798497,filecoin
2021-06-19,65.53997791524436,441752787.2662722,5260642456.323049,filecoin
2021-06-20,65.03350972332092,333372034.7791445,5225718803.217338,filecoin
2021-06-21,63.31511903985232,548724843.699599,5105408597.159436,filecoin
2021-06-22,46.19862272263055,1075249508.902684,3767259536.399458,filecoin
2021-06-23,49.16269056501052,1189965977.313949,3994103143.928116,filecoin
2021-06-24,58.41520431506102,991190027.26369,4737419355.834323,filecoin
2021-06-25,57.21751018154989,671062848.9571227,4675412840.723372,filecoin
2021-06-26,52.73187047290102,672714737.860003,4340124002.982333,filecoin
2021-06-27,52.79599433833484,515829174.0670754,4323759273.568948,filecoin
2021-06-28,56.18115913396944,483625580.5629107,4636498458.85038,filecoin
2021-06-29,56.50724998310845,513830665.0161235,4675847747.116051,filecoin
2021-06-30,64.51667774951359,817455435.7594894,5390642896.401006,filecoin
2021-07-01,60.54281280948271,866123332.5035014,5071113098.748998,filecoin
2021-07-02,57.15513420122446,483794356.2835252,4813572237.468474,filecoin
2021-07-03,57.43169347325879,325511146.08730406,4853878929.812838,filecoin
2021-07-04,58.78914389412504,297517030.0261512,4982929441.913566,filecoin
2021-07-05,59.12785071939858,259852591.74157715,5046725402.65341,filecoin
2021-07-06,56.43079209644922,325023290.9937038,4835871066.082167,filecoin
2021-07-07,56.8926952061566,309162033.16815466,4881822295.539246,filecoin
2021-07-08,56.54576219303808,228042534.2825725,4870594002.520488,filecoin
2021-07-09,54.07406418320355,290565970.2815371,4666672288.051456,filecoin
2021-07-10,55.47389964511535,214626020.93763223,4797777298.6291685,filecoin
2021-07-11,54.49825472957034,155146960.89789838,4726777354.723511,filecoin
2021-07-12,55.21172482038976,121062461.70105577,4798354465.123041,filecoin
2021-07-13,52.73019975248067,190007962.4296135,4588254423.756373,filecoin
2021-07-14,50.84933783108905,223204265.580284,4441447222.806487,filecoin
2021-07-15,49.76196436212528,281377977.72324735,4351995993.3354845,filecoin
2021-07-16,47.0851349115758,252415689.6177005,4169310539.166018,filecoin
2021-07-17,45.86485046267694,192160661.2673888,4074738245.873976,filecoin
2021-07-18,45.62282643831851,164987738.95154616,4066506966.5073166,filecoin
2021-07-19,47.16217684257904,184889424.90220168,4207527221.1563663,filecoin
2021-07-20,45.11943678112674,190428643.6896209,4042768890.0806303,filecoin
2021-07-21,41.54485229987876,287865160.6076799,3732586343.388935,filecoin
2021-07-22,46.51458927006397,475115333.437303,4172524855.029862,filecoin
2021-07-23,45.66049204923856,271478439.15765864,4119172731.384568,filecoin
2021-07-24,47.324846715968086,289424067.67528266,4276795674.922208,filecoin
2021-07-25,49.46126842248849,540568209.7666352,4481352230.458303,filecoin
2021-07-26,49.34025345467773,412657599.4652499,4478739753.575609,filecoin
2021-07-27,48.92252423469737,857384942.5013138,4467555943.607951,filecoin
2021-07-28,49.45364079274216,448943090.4156903,4516568844.599481,filecoin
2021-07-29,49.4628328473667,430172399.2516624,4531346691.046742,filecoin
2021-07-30,49.335536820020295,237024626.0920437,4545668459.372722,filecoin
2021-07-31,51.28884076942562,309649839.87840307,4745653480.879425,filecoin
2021-08-01,52.26366442143525,399081293.9904884,4842545898.400973,filecoin
2021-08-02,53.80475503141204,934354981.3954264,5004076260.541281,filecoin
2021-08-03,54.67874173183986,391721487.9796972,5110788255.534238,filecoin
2021-08-04,54.485791667816656,312868126.2168754,5123114649.494363,filecoin
2021-08-05,56.4933978505122,435763683.8035009,5343079485.3996525,filecoin
2021-08-06,57.75584510283775,410014749.3847893,5450183232.534917,filecoin
2021-08-07,64.39096541791179,829981111.0093118,6105103338.158219,filecoin
2021-08-08,69.69600568335336,1235704419.17059,6615051742.623232,filecoin
2021-08-09,64.3023132389341,649971915.8693405,6109571254.836809,filecoin
2021-08-10,67.67886449980233,709429948.6554857,6341271077.273726,filecoin
2021-08-11,66.7310230981961,593210470.1802412,6356385970.852685,filecoin
2021-08-12,72.24579162821658,1040903185.4299308,6886636987.08254,filecoin
2021-08-13,68.41539641370026,988551934.6261158,6552034619.746287,filecoin
2021-08-14,74.60970265322342,687083107.4382236,7120937450.601483,filecoin
2021-08-15,72.51706365298797,835646286.656083,6993329824.875893,filecoin
2021-08-16,73.15791241271135,651069789.2755655,7046887706.448607,filecoin
2021-08-17,73.40143829923309,943752240.1638254,7176860938.400816,filecoin
2021-08-18,69.41847000742113,758149561.384168,6815146521.691267,filecoin
2021-08-19,67.97819500140253,678658020.2033778,6668353812.897149,filecoin
2021-08-20,69.85623986978511,459429019.0400201,6836652277.051632,filecoin
2021-08-21,73.03504593331157,515087546.101654,7172245428.250522,filecoin
2021-08-22,77.99802785034932,873464018.1339362,7717889066.505461,filecoin
2021-08-23,77.41026569936272,858197423.6170259,7669512114.699055,filecoin
2021-08-24,79.88798605566929,953675691.9052708,7909051611.221558,filecoin
2021-08-25,74.87982046272728,848040105.3115866,7435544828.274244,filecoin
2021-08-26,76.87780877379467,635800139.32933,7671217887.385196,filecoin
2021-08-27,73.12303991412297,717447872.002666,7287035727.731083,filecoin
2021-08-28,75.0756490802686,596252112.9007044,7494090193.796516,filecoin
2021-08-29,73.98368937533434,361952517.52164376,7395493538.772748,filecoin
2021-08-30,73.80853923644948,480806221.5061548,7399624460.889124,filecoin
2021-08-31,71.40620834451222,406805889.0974447,7164723197.969198,filecoin
2021-09-01,75.99414365384281,946607631.6243016,7660328089.899885,filecoin
2021-09-02,78.64502423193608,741756401.3552552,7950783178.959194,filecoin
2021-09-03,77.53459245372021,545209141.0946563,7855615630.798612,filecoin
2021-09-04,77.67714347580703,559144427.4628708,7874750955.771738,filecoin
2021-09-05,94.99748276870548,2138592141.075464,9718860780.932116,filecoin
2021-09-06,113.6275939054246,3846217762.31633,11625601342.832527,filecoin
2021-09-07,106.56970982768324,2835074767.29744,10863365776.35077,filecoin
2021-09-08,84.3423917648435,4487272905.757102,8703282651.988777,filecoin
2021-09-09,88.13162466295371,3337987573.732039,9128426774.1405,filecoin
2021-09-10,88.52502080130377,1935178947.050897,9155979176.815298,filecoin
2021-09-11,82.46877859664346,1557935923.7675312,8536462183.193879,filecoin
2021-09-12,81.72852347645389,934269478.833062,8459363212.771825,filecoin
2021-09-13,83.93953190842738,1033486780.0759606,8728515526.484688,filecoin
2021-09-14,78.71287386044153,1366487232.179945,8192527916.422796,filecoin
2021-09-15,80.72632300334507,733846905.7509378,8607158777.382599,filecoin
2021-09-16,86.26780138217958,1300705450.9394174,9163747153.980003,filecoin
2021-09-17,84.49044438815257,1415782535.3395455,9031726386.178196,filecoin
2021-09-18,85.86288993321368,978560968.2053708,9260613939.150097,filecoin
2021-09-19,84.37628053802815,738580157.5416563,9084670054.814695,filecoin
2021-09-20,83.61463313651639,490429754.620066,9030242391.66318,filecoin
2021-09-21,74.62840745608251,1654434644.9881434,8080713550.473364,filecoin
2021-09-22,68.98353975003072,1240245652.771411,7458542758.625509,filecoin
2021-09-23,74.4222883457614,864366422.1144136,8107202398.515423,filecoin
2021-09-24,74.5731845819523,723636559.6530465,8158635376.246759,filecoin
2021-09-25,63.18321284453408,2024712311.59687,6929939107.231222,filecoin
2021-09-26,60.677289474211456,1151003579.8773942,6644510634.459436,filecoin
2021-09-27,55.85397805520586,2490221131.7544928,6108537107.0288,filecoin
2021-09-28,59.19515990159867,1837041204.8981051,6575383754.222604,filecoin
2021-09-29,55.47077122823829,1260969376.580876,6120911669.394135,filecoin
2021-09-30,57.21231548232069,994748257.6038249,6272490993.769179,filecoin
2021-10-01,60.1105916799632,924519595.7597356,6579570546.112307,filecoin
2021-10-02,71.7633496119577,1364389920.9974625,7870357104.5169935,filecoin
2021-10-03,69.98564136395393,1381993218.848833,7670341930.829356,filecoin
2021-10-04,69.1471256795071,869186199.4111785,7589735012.935745,filecoin
2021-10-05,69.58588362211255,1040883820.0406076,7699772858.380208,filecoin
2021-10-06,71.16143841511058,1000180841.242828,7863907887.909047,filecoin
2021-10-07,72.1748322076592,1330405930.0046897,7974694048.139363,filecoin
2021-10-08,71.64136145229904,1094361025.6555605,7919449300.446966,filecoin
2021-10-09,79.50283707623397,1787035457.0619493,8800790645.952713,filecoin
2021-10-10,76.70708470158992,939448043.9536748,8494810950.314712,filecoin
2021-10-11,69.75504342146758,850870083.2410443,7771676718.229707,filecoin
2021-10-12,73.43002784099654,1095363573.8606873,8163477422.357032,filecoin
2021-10-13,69.41198868793764,1007929246.1977268,7783211336.411623,filecoin
2021-10-14,68.3611317538026,1449138508.0893283,7665101552.186981,filecoin
2021-10-15,70.26730400388496,921728211.1477757,7905519800.607219,filecoin
2021-10-16,67.52517392275035,988684600.5796188,7637814542.419309,filecoin
2021-10-17,66.79858015610353,491325666.375312,7589897058.170135,filecoin
2021-10-18,63.419936594800696,611370344.491649,7189638933.604068,filecoin
2021-10-19,63.26891455287405,576375646.0452336,7208657873.24426,filecoin
2021-10-20,63.20130335166689,400038255.749311,7243067857.14406,filecoin
2021-10-21,67.13461804424196,713196845.593475,7722232513.745195,filecoin
2021-10-22,63.79722113362592,730340426.0481055,7372461024.626979,filecoin
2021-10-23,66.25805626582269,628782077.0077866,7684247414.486821,filecoin
2021-10-24,65.21258055690477,358623443.19250745,7590251517.31076,filecoin
2021-10-25,62.82798305641296,607077113.4038262,7329122073.7434435,filecoin
2021-10-26,64.22800290232348,442534761.4011677,7531321176.31275,filecoin
2021-10-27,62.97657561956524,592207931.2343222,7443432673.559958,filecoin
2021-10-28,55.4365253353668,1259091977.7427092,6529241836.871426,filecoin
2021-10-29,58.20002158091034,824551592.2533203,6832943900.347486,filecoin
2021-10-30,59.988182589299285,616480911.4852517,7096994092.814843,filecoin
2021-10-31,59.954973203399085,357176275.9689604,7050998610.999592,filecoin
2021-11-01,64.5401288285198,1294161629.2218337,7686583442.523998,filecoin
